"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Elementarteilchen (DE)
Elementary Particles (EN)
Atomised (EN)
The Elementary Particles (EN)
Елементарни частици (BG)
Xefreni zoi (EL)
Ξέφρενη Ζωή (EL)
Las particulas elementales (ES)
Las Particulas Elementales de Michel Houellebecq (ES)
Las partículas elementales (ES)
Les particules élémentaires (FR)
Elemi részecskék (HU)
Le Particelle Elementari (IT)
Le particelle elementari (IT)
Elementaire Deeltjes (NL)
Elementaire deeltjes (NL)
De grunnleggende bestanddeler (NO)
Cząstki Elementarne (PL)
Czastki elementarne (PL)
Partículas Elementares (PT)
Элементарные частицы (RU)
Osnovni delci (SL)
Elementarne čestice (SR)
Elementarpartiklarna (SV)
Temel parçaciklar (TR)
Elementarteilchen (XX)
The Elementary Particles (XX)";"DE";"2006";"Oskar Roehler";"1 126 707"
"Pettersson und Findus 2 - Das schönste Weihnachten überhaupt (DE)
Peddersen & Findus: Den bedste jul nogensinde (DA)
Viiru ja Pesonen - paras joulu ikinä (FI)
Le Noël de Pettson & Picpus (FR)
Pettersson e Giampi 2 (IT)
Gubben og Katten - Tidenes gladeste jul (NO)
Pettson i Findus - Najlepsza Gwiazdka (PL)
Петсон и Финдус: Лучшее на свете Рожд... (RU)
Pettson & Findus - Juligheter (SV)
Pettson and Findus: The Best Christmas Ever (XX)
Pettersson und Findus 2 - Das schönste Weihnachten überhaupt (XX)";"DE";"2016";"Ali Samadi Ahadi";"1 100 210"
"Love, Rosie (EN)
Where Rainbows End (EN)
С любов, Роузи (BG)
S láskou, Rosie (CS)
Für immer vielleicht (DE)
Love, Rosie - Für immer vielleicht (DE)
Με αγάπη, Ρόζι (EL)
Los imprevistos del amor (ES)
Los imprevistos del amor (ES)
Los imprevistos del amor (ES)
Tal vez es para siempre (ES)
Los imprevistos del amor (ES)
Armastusega, Rosie (ET)
Love, Rosie (FI)
Sateenkaaren tuolla puolen (FI)
Ahol a szivárvány véget ér (HU)
#ScrivimiAncora (IT)
Be'ahava, Rosie (IW)
Su meile, Rouzė (LT)
Su meile, Rouze (LT)
Ar mīlestību, Rozija (LV)
Simplesmente Acontece (PT)
Deixa o Amor Entrar (PT)
С любовью, Рози (RU)
З любов'ю, Розi (UK)
Rozi Dan (XX)
Sevgiyle, Rozi (XX)
Los imprevistos del amor (XX)
Love, Rosie (XX)
Je t'aime, Rosie (XX)
Be'ahava, Rosie (XX)
Rosie Dunne (XX)";"DE / GB";"2014";"Christian Ditter";"1 099 180"
"Freche Mädchen (DE)
Rostenky ze strední (CS)
Enredos de chicas (ES)
Mes copines et moi (FR)
Dziewczyny góra! (PL)
Freche Mädchen (XX)
Mes copines et moi (XX)
Cheeky Girls (XX)";"DE";"2008";"Ute Wieland";"1 091 032"
"Hexe Lilli - Die Reise nach Mandolan (DE)
Lilli the Witch - Journey to Mandolan (EN)
Hexe Lilli: Die Reise nach Mandolan (DE)
Kika Superbruja, el viaje a Mandolan (ES)
Väike nõid Lilli2. Teekond Mandolani (ET)
Lili la petite sorcière: Voyage à Mandolan (FR)
Lili la petite sorcière: Le voyage vers Mandolan (FR)
Lilli, a kis boszorkány: Utazás Mandolánba (HU)
Maga Martina 2 - Viaggio in India (IT)
Lilly ha'mehashefa 2 - ha'masa le'Mandolan (IW)
Heksje Lilly en de Reis naar Mandolan (NL)
A Bruxinha e o Dragão II: Jornada Para Mandolan (PT)
Tatli Cadi Lili: Mandolan'a Yolculuk (TR)
Hexe Lilli: Die Reise nach Mandolan (XX)
Lilly ha'mehashefa 2 - ha'masa le'Mandolan (XX)
Lilly the Witch: The Journey to Mandolan (XX)";"DE / ES / AT";"2011";"Harald Sicheritz";"1 090 546"
"Sommer (DE)
Zomer (NL)
Sommer (XX)
Summer (XX)";"DE";"2008";"Mike Marzuk";"1 089 961"
"Die Geschichte vom weinenden Kamel (DE)
The Story of the Weeping Camel (EN)
The Weeping Camel (EN)
Příběh o uplakanému velbloudovi (CS)
Historien om den Graedende Kamel (DA)
Historien om den grædende kamel (DA)
Historia tis kamilas pay dakrise (EL)
I istoria tis kamilas pou dakryse (EL)
La historia del camello que llora (ES)
Tarina itkevästä kamelista (FI)
L'histoire du chameau qui pleure (FR)
Pityergő teve története (HU)
A pityergő teve története (HU)
La storia del cammello che piange (IT)
Historien om den gråtende kamel (NO)
Opowiesc o placzacym wielbladzie (PL)
A História Do Camelo Que Chora (PT)
Camelos Também Choram (PT)
A História do Camelo Que Chora (PT)
Рассказ плачущего верблюда (RU)
Príbeh o uplakanej tave (SK)
Den gratande kamelen (SV)
Den gråtande kamelen (SV)
Die Geschichte vom weinenden Kamel (XX)
Ingen numsil (XX)
The Story of the Weeping Camel (XX)";"DE / MN";"2003";"Byambasuren Davaa
Luigi Falorni";"1 078 029"
"Die Wilden Hühner und die Liebe (DE)
Las nenas salvajes y el amor (ES)
Charlotte et sa bande 2: premières amours (FR)
Le galline selvatiche e l'amore (IT)
De wilde kippenclub en de liefde (NL)
Puicute Salbatice Indragostite (RO)
Die Wilden Hühner und die Liebe (XX)
De wilde kippenclub en de liefde (XX)
Charlotte et sa bande 2 - Premières amours (XX)
Wild Chicks in Love (XX)";"DE";"2007";"Vivian Naefe";"1 076 251"
"Feuchtgebiete (DE)
Wetlands (EN)
Vlhká místa (CS)
Vådområder (DA)
Zonas húmedas (ES)
Wetlands: kosteikkoja (FI)
Nedves Tájak - Készen Állsz Helenre? (HU)
Készen állsz Helenre? (HU)
Nedves tájak - Készen állsz Helenre? (HU)
Vochtige streken (NL)
Wetlands (NO)
Wilgotne miejsca (PL)
Zonas Úmidas (PT)
Запретная территория (RU)
Vlažne Cone (SL)
Vlazne cone (SL)
Vlažno mesto (SR)
Våtmarker (SV)
Feuchtgebiete (XX)
Wetlands (XX)";"DE";"2013";"David Wnendt";"1 074 823"
"Prinzessin Lillifee (DE)
Princess Lillifee (EN)
Prinsesse Lillefe (DA)
Prigipissa Lillifee (EL)
Lily la princesa hada (ES)
Lily, la princesa fada (ES)
Lily, la princesa hada (ES)
Prinsessa Lillifee (FI)
Lilian hercegkisasszony és a kis egyszarvú (HU)
Prinses Lillifee (NL)
A Princesa Lillifee (PT)
Prinsessan Lillifee (SV)
Prinzessin Lillifee (XX)
Prinses Lillifee (XX)
Ha'feya Lilly ve'had ha'keren (XX)";"DE";"2009";"Alan Simpson
Ansgar Niebuhr";"1 068 812"
