"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Bridge of Spies (EN)
St. James Place (EN)
Mostut na shpionite (BG)
Мостът на шпионите (BG)
Pont d'Espies (CA)
Most spiónu (CS)
Most špiónů (CS)
Spionernes bro (DA)
Bridge of Spies: Der Unterhändler (DE)
I géfyra ton kataskópon (EL)
Η γέφυρα των κατασκόπων (EL)
Puente de espías (ES)
El puente de los espías (ES)
Espioien Zubia (ES)
Pont d'Espies (ES)
Spioonide sild (ET)
Espioien Zubia (EU)
Vakoojien silta (FI)
Spionernas bro (FI)
Le pont des espions (FR)
Most Spijuna (HR)
Most spijuna (HR)
Kémek hídja (HU)
Il ponte delle spie (IT)
Gesher ha'meraglim (IW)
Snipu tiltas (LT)
Šnipu tiltas (LT)
Spiegu Tilts (LV)
Most szpiegów (PL)
Ponte dos Espiões (PT)
A Ponte dos Espiões (PT)
Podul spionilor (RO)
Shpionskiy most (RU)
Шпионский мост (RU)
Most vohunov (SL)
Most špijuna (SR)
Spionernas bro (SV)
Casuslar Köprüsü (TR)
Mist shpyguny (UK)
Мiст шпигунiв (UK)
Mist shpyguniv (UK)
Most špijuna (XX)
Bridge of Spies (XX)
Le pont des espions (XX)
Bridge of Spies (XX)
Le pont des espions (XX)
Gesher ha'meraglim (XX)
Puente de espías (XX)
Nguoi dam phan (XX)
Untitled Cold War Spy Thriller (XX)";"US / DE / IN";"2015";"Steven Spielberg";"6 684 499"
"Pinocchio (IT)
Roberto Benigni's Pinocchio (EN)
Пинокио (BG)
Roberto Benignis's Pinocchio (DE)
Pinocchio (EL)
Pinocho (ES)
Pinocchio (FR)
Pinokkió (HU)
Pinokis (LT)
Pinokio (PL)
Pinoquio (PT)
Pinóquio (PT)
Pinóquio (PT)
Пиноккио (RU)
Pinocchio (SK)
Ostrzek (SL)
Pinokio (SR)
Pinokyo (TR)
Pinocchio (XX)";"IT / FR / DE";"2002";"Roberto Benigni";"6 650 720"
"Keinohrhasen (DE)
Плюшко-безушко (BG)
Xafnikos erotas (EL)
Un Conejo Sin Orejas (ES)
Sobreviviendo al amor (ES)
Un conejo sin orejas (ES)
A Fülenincs Nyúl (HU)
Fülenincs nyúl (HU)
300 ore per innamorarsi (IT)
Rabbit Without Ears (KO)
Milosc z przedszkola (PL)
Aprendendo a Amar (PT)
Красавчик (RU)
Zajec brez uses (SL)
Zec bez ušiju (SR)
Красунчик (UK)
Keinohrhasen (XX)
Rabbit Without Ears (XX)";"DE";"2007";"Til Schweiger";"6 639 595"
"Gosford Park (EN)
Госфорд парк (BG)
Gosford Park (DA)
Gosford Park (DE)
Gosford Park (DE)
Eglima sto Gosford Park (EL)
Έγκλημα στο Γκόσφορντ Παρκ (EL)
Gosford Park: Crimen de medianoche (ES)
Gosford Park (ES)
Muerte a la media noche (ES)
Gosford Park (FI)
Un week-end à Gosford Park (FR)
Gosford Park (FR)
Gosford Park (IT)
Gosford Park (PL)
Assassinato em Gosford Park (PT)
Gosford Park (PT)
Gosford Park (RO)
Госфорд Парк (RU)
Gosford Park (SR)
Госфорд Парк (UK)
Gosford Park (XX)
Un week-end à Gosford Park (XX)
Gosford Park: Crimen a medianoche (XX)";"GB INC / US / DE / IT";"2001";"Robert Altman";"6 563 130"
"Wickie und die starken Männer (DE)
Vicky the Viking (EN)
Wickie und die starken Männer - Der Pfeil (DE)
Vicky el vikingo (ES)
Vic le Viking (FR)
Wickie és az erős emberek (HU)
Vicky il vichingo (IT)
Wickie de Viking (NL)
Vicky - wielki maly wiking (PL)
As Aventuras de Vickie (PT)
Вики, маленький викинг (RU)
Wickie: Küçük Viking (TR)
Wickie und die starken Männer (XX)
Vic le Viking (XX)
Wickie de Viking (XX)
Wickie en de sterke mannen (XX)
Vicky the Viking (XX)";"DE";"2009";"Michael Herbig";"6 517 092"
"Valkyrie (EN)
Untitled Bryan Singer Thriller (EN)
Walküre (EN)
Walküre/Valkyrie (EN)
Операция Валкирия (BG)
Valkýra (CS)
Operation Valkyrie (DA)
Operation Walküre - Das Stauffenberg-Attentat (DE)
Walküre (DE)
Epiheirisi Valkyria (EL)
Επιχείρηση Βαλκυρία (EL)
Valkiria (ES)
Operacion Valquiria (ES)
Operación Valquiria (ES)
Operación Valquiria (ES)
Operación Valquiria (ES)
Operatsioon ""Valküür"" (ET)
Operatsioon Valküür (ET)
Operation Valkyria (FI)
Operaatio Valkyrie (FI)
Walkyrie (FR)
Operacija Valkira (HR)
Valkűr (HU)
Operazione Valchiria (IT)
Valkyrie (JA)
Warukyûre (JA)
Jakjeonmyeong Balkiri (KO)
Valkirija (LT)
Valkīra (LV)
Valkyrie (NO)
Walkiria (PL)
Valquíria (PT)
Operação Valquíria (PT)
Operatiunea Valkyrie (RO)
Операция Валькирия (RU)
Operacija Valkira (SH)
Valkýra (SK)
Operacija Valkira (SL)
Operacija Valkira (SR)
Valkyria (SV)
Operasyon Valkyrie (TR)
Операцiя Валькiрiя (UK)
Valkyrie (XX)
Valkyrie (XX)
Xingdong mubiao Xitele (XX)
Operación Valquiria (XX)";"US / DE";"2008";"Bryan Singer";"6 390 397"
"Earth (EN)
Planet Earth (EN)
Земя (BG)
Earth (DA)
Unsere Erde (DE)
Planitis Gi (EL)
La tierra (ES)
Tierra - La pelicula de nuestro planeta (ES)
Tierra (ES)
La Tierra (ES)
Planeettamme Maa (FI)
Planeettamme Maa : elokuva (FI)
Un jour sur terre (FR)
A Föld (HU)
Earth - La nostra terra (IT)
Earth - La nostra Terra (IT)
Terra (PT)
Pãmântul (RO)
Земля (RU)
Earth (XX)
Terre (XX)";"GB / DE / US";"2007";"Alastair Fothergill
Mark Linfield";"6 285 280"
"The Reader (EN)
Четецът (BG)
Předčítač (CS)
Predcítac (CS)
The Reader (DA)
Der Vorleser (DE)
Sfragismena heili (EL)
Σφραγισμένα χείλη (EL)
El Lector (ES)
The Reader (ES)
The Reader (El lector) (ES)
Una pasión secreta (ES)
Una pasión secreta (ES)
Ettelugeja (ET)
Lukija (FI)
Läsaren (FI)
Le liseur (FR)
The Reader (FR)
Žena Kojoj Sam Čitao (HR)
Žena kojoj sam čitao (HR)
A felolvasó (HU)
The Reader - A Voce Alta (IT)
The Reader - A voce alta (IT)
Skaitovas (LT)
The Reader (NO)
Lektor (PL)
O Leitor (PT)
Cititorul (RO)
Чтец (RU)
Predčítač (SK)
Bralec (SL)
Čitač (SR)
The Reader (SV)
Okuyucu (TR)
Читець (UK)
The Reader (XX)
Oxuyucu (XX)
Le liseur (XX)
The Reader (XX)
Sheng si lang du (XX)
Na'ar kri'a (XX)";"US / DE";"2008";"Stephen Daldry";"6 234 341"
"Das perfekte Geheimnis (DE)
Téměř dokonalá tajemství (CS)
Das perfekte Geheimnis (DE)
Das perfekte Geheimnis (IT)
Идеальный секрет (RU)";"DE";"2019";"Bora Dagtekin";"5 996 581"
"Lara Croft Tomb Raider: The Cradle of Life (EN)
Tomb Raider 2 (EN)
Лара Крофт Томб Рейдър: Люлката на жи... (BG)
Lara Croft Tomb Rider: Kolébka života (CS)
Lara Croft - Tomb Raider: Kolébka zivota (CS)
Tomb Raider 2: The Cradle of Life (DA)
Lara Croft: Tomb Raider 2 - Die Wiege des Lebens (DE)
Lara Croft - Tomb Raider: Die Wiege des Lebens (DE)
Lara Croft - Tomb Raider: Die Wiege des Lebens (DE)
Lara Croft Tomb Raider - To likno tis zois (EL)
Lara Croft Tomb Raider: Το λίκνο της ζωής (EL)
Λάρα Κρόφτ τουμπ ρέιντερ: Το λίκνο τη... (EL)
Lara Croft Tomb Raider - La cuna de la vida (ES)
Tomb raider: La cuna de la vida (ES)
Lara Croft Tomb Raider: La cuna de la vida (ES)
Lara Croft - Tomb Raider: La cuna de la vida (ES)
Tomb Raider: La cuna de la vida (ES)
Lara Croft - Tomb raider: La cuna de la vida (ES)
Tomb Raider II: Lara Croft ja elu häll (ET)
Tomb Raider II - Lara Croft ja elu häll (ET)
Lara Croft tomb raider - elämän lähde (FI)
Tomb raider 2 (FI)
Lara Croft Tomb Raider : le berceau de la vie (FR)
Lara Croft Tomb Raider: Le berceau de la vie (FR)
Lara Kroft Pljačkaš Grobova: Kolevka Života (HR)
Lara Croft: Tomb Raider - Kolijevka Života (HR)
Tomb Raider 2. (HU)
Lara Croft: Tomb raider - Az élet bölcsője (HU)
Lara Croft - Tomb Raider: la culla della vita (IT)
Lara Croft: Tomb Raider - La culla della vita (IT)
Kapų plėšikė Lara Kroft: Gyvybės lopšys (LT)
Kapu plešike Lara Kroft: gyvybes lopšys (LT)
Tomb Raider 2 - Livets vugge (NO)
Lara Croft Tomb Raider: Kolebka Życia (PL)
Tomb Raider: Kolebka życia (PL)
Lara Croft: Tomb Raider - A Origem da Vida (PT)
Lara Croft: Tomb Raider - O Berço da Vida (PT)
Lara Croft: Tomb Raider leaganul vie (RO)
Lara Croft Tomb Raider: Leagănul Vieţii (RO)
Лара Крофт - Расхитительница гробниц... (RU)
Lara Croft Tomb Raider: Kolíska života (SK)
Lara Kroft: Pljačkaš grobova - Kolevka života (SR)
Lara Croft: Tomb Raider - The Cradle of Life (SV)
Lara Croft Tomb Raider: Yasamin Kaynagi (TR)
Lara Croft Tomb Raider - Yasamin kaynagi (TR)
Лара Крофт: Розкрадачка гробниць - Ко... (UK)
Lara Croft Tomb Raider: The Cradle of Life (XX)
Lara Croft tomb raider: Le berceau de la vie (XX)
Lara Croft tomb raider: Le berceau de la vie (XX)
Lara Croft Tomb Raider: The Cradle of Life (XX)
Lara Croft Tomb Raider: La cuna de la vida (XX)";"US / GB INC / DE / NL";"2003";"Jan de Bont";"5 724 169"
