"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Camping 3 (FR)";"FR / BE";"2016";"Fabien Onteniente";"3 313 583"
"The Son of Bigfoot (EN)
Синът на Голямата стъпка (BG)
Bigfoot Junior (DA)
El hijo de Piegrande (DA)
Bigfoot Junior (DE)
Ο Γιος του Μεγαλοπατούσα (EL)
El hijo de Piegrande (ES)
El hijo de Pie Grande (ES)
El hijo de Bigfoot (ES)
Lumeinimese poeg (ET)
Bigfoot - Isojalan poika (FI)
Bigfoot Junior (FR)
Mali Bigfoot (HR)
Óriásláb fia (HU)
Bigfoot junior (IT)
Bigfoot Junior (IW)
Didziapedzio vaikis (LT)
Bigfoot Junior (NO)
Mala Wielka Stopa (PL)
Big Pai, Big Filho (PT)
Bigfoot Júnior (PT)
Bigfoot Junior (RO)
Стань легендой: Бигфут Младший (RU)
Стань легендой! Бигфут Младший (RU)
Bigfoot Junior (SV)";"BE / FR";"2017";"Ben Stassen
Jeremy Degruson";"3 312 798"
"Magic in the Moonlight (EN)
Магия в полунощ (BG)
Kouzlo měsíčního svitu (CS)
Magic in the Moonlight (DE)
Mageia sto selinofos (EL)
Μαγεία στο σεληνόφως (EL)
Magia a la luz de la luna (ES)
Maagia kuuvalgel (ET)
Magie au clair de lune (FR)
Káprázatos Holdvilág (HU)
Káprázatos holdvilág (HU)
Magic in the Moonlight (IT)
Kesem le'or yarre'akh (IW)
Mėnesienos magija (LT)
Menesienos magija (LT)
Burvestība Mēnesgaismā (LV)
Magia w blasku księżyca (PL)
Magia ao Luar (PT)
Magia ao Luar (PT)
Магия лунного света (RU)
Carovnija v mesecini (SL)
Magija na mesečini (SR)
Sihirli Ay Isigi (TR)
Ay Ishighinda Sehrbazliq (XX)
Magija na mesečini (XX)
Magic in the Moonlight (XX)
Magic in the Moonlight (XX)
Magie au clair de lune (XX)
Kesem le'or yarre'akh (XX)
Magia a la luz de la luna (XX)";"US / FR";"2014";"Woody Allen";"3 300 281"
"Transporter 2 (EN)
Транспортер 2 (BG)
Kurýr 2 (CS)
Transporter - The Mission (DE)
Transporter 2 (EL)
El transportador 2 (ES)
Transporter 2 (ES)
Riskikuller 2 (ET)
Le transporteur 2 (FR)
Le transporteur II (FR)
Transporter 2 (HR)
A szállító 2 (HU)
A szállító 2. (HU)
Transporter: Extreme (IT)
Transporter Extreme (KO)
Transporteris 2 (LT)
Kurjers 2 (LV)
Correio de Risco 2 (PT)
Carga Explosiva 2 (PT)
Curierul 2 (RO)
Перевозчик 2 (RU)
Kuriér 2 (SK)
Prenašalec 2 (SL)
Prenasalec 2 (SL)
Taşıyıcı 2 (TR)
Tasiyici 2 (TR)
Перевiзник 2 (UK)
Transporter 2 (XX)
Le Transporteur 2 (XX)";"FR";"2005";"Louis Leterrier";"3 257 392"
"La belle et la bête (FR)
Красавицата и звярат (BG)
Kráska a zvíře (CS)
Die Schöne und das Biest (DE)
I pentamorfi kai to teras (EL)
Η πεντάμορφη και το τέρας (EL)
La Bella y la Bestia (ES)
La bella y la bestia (ES)
La bella y la bestia (ES)
La bella y la bestia (ES)
La bella y la bestia (ES)
La Bella y La Bestia (ES)
Kaunitar ja koletis (ET)
Kaunotar ja Hirviö (FI)
A Szépség És A Szörnyeteg (HU)
A szépség és a szörnyeteg (HU)
La bella e la bestia (IT)
Gražuolė ir pabaisa (LT)
Gražuole ir pabaisa (LT)
Skaistule un briesmonis (LV)
Ljepotica i zvijer (ME)
Убавицата и ѕверот (MK)
Belle en het Beest (NL)
Skjønnheten og udyret (NO)
Piekna i bestia (PL)
A Bela e a Fera (PT)
Красавица и чудовище (RU)
E Bukura dhe Bisha (SQ)
Lepotica i zver (SR)
Skönheten och odjuret (SV)
Güzel ve Çirkin (TR)
Красуня та чудовисько (UK)
La bella y la bestia (XX)
Lepotica i zver (XX)
La belle et la bête (XX)
La Belle et la Bête (XX)
Beauty and the Beast (XX)";"FR / DE";"2014";"Christophe Gans";"3 223 877"
"Papa ou maman (FR)
Daddy or Mummy (EN)
Mama gegen Papa - Wer hier verliert, gewinnt (DE)
Με τον μπαμπά ή τη μαμά; (EL)
Papá o mamá (ES)
Apu vagy anyu? (HU)
O mamma o papà (IT)
Mishpaha Lo Boharim (IW)
Šķiršanās franču stilā (LV)
Relacionamento à francesa (PT)
Tal Pai, Tal Mãe (PT)
Relacionamento à Francesa (PT)
Tata sau mama (RO)
Любовь вразнос (RU)
Papa ou maman (XX)
Papa ou maman (XX)
Mishpaha Lo Boharim (XX)
Daddy or Mommy (XX)";"FR / BE";"2015";"Martin Bourboulon";"3 184 669"
"Indigènes (FR)
Days of glory (EN)
Days of Glory (EN)
Days of Glory (EN)
Дни на слава (BG)
Ærens Dage (DA)
Ærens dage (DA)
Tage des Ruhms (DE)
Polemistes se xeno metopo (EL)
Días de gloria (ES)
Nativos - Días de gloria (ES)
Days of Glory (ES)
Kunnian päivät (FI)
A dicsőség arcai (HU)
Days of Glory (IT)
Dni chwaly (PL)
Dias de Glória (PT)
Dias de Glória (PT)
Патриоты (RU)
Infödd soldat (SV)
Isimsiz kahramanlar (TR)
Indigènes (XX)
Indigènes (XX)
Indigènes (XX)
Days of Glory (XX)
Days of Glory (XX)";"FR / BE / DZ / MA";"2006";"Rachid Bouchareb";"3 172 625"
"Ne le dis à personne (FR)
Tell No One (EN)
Не казвай никому (BG)
Fortæl det ikke til nogen (DA)
Kein Sterbenswort (DE)
Min to peis se kanenan (EL)
Μην το πεις σε κανέναν (EL)
No le digas a nadie (ES)
No se lo digas a nadie (ES)
No se lo digas a nadie (ES)
Ei sanaakaan (FI)
Senkinek egy szót se! (HU)
Non dirlo a nessuno (IT)
Tell No One (NO)
Nie mów nikomu (PL)
Não Conte a Ninguém (PT)
Não Conte à Ninguém (PT)
Não Digas a Ninguém (PT)
Не говори никому (RU)
Nikomur Ne Povej (SL)
Ne reci nikome (SR)
Berätta inte för någon (SV)
Kimseye söyleme (TR)
Не кажи нiкому (UK)
Ne le dis à personne (XX)
Ne le dis à personne (XX)
Al tegal'e (XX)
Tell No One (XX)";"FR";"2006";"Guillaume Canet";"3 110 117"
"Coco (FR)
La gran fiesta de Coco (ES)
Mi gran fiesta judía (ES)
Pan Coco (PL)
Mais que o Máximo (PT)
Коко (RU)
Coco (XX)
Coco (XX)";"FR";"2009";"Gad Elmaleh";"3 110 097"
"La rafle (FR)
The Round Up (EN)
La Rafle (EN)
Хайка (BG)
Хайката (BG)
Beslutningen (DA)
Die Kinder von Paris (DE)
Ti nyhta pou hathikan ta asteria (EL)
To astro tou fovou (EL)
Τη Νύχτα που Χάθηκαν τα Αστέρια (EL)
La redada (ES)
Los niños de la esperanza (ES)
I gryningens timmar (FI)
Pariisin vainotut (FI)
Vel' d'Hiv' (FR)
Racija (HR)
Vento Di Primavera (IT)
Vento di primavera (IT)
Razzia (NL)
Utryddelsen (NO)
Oblawa (PL)
As Crianças de Paris (PT)
Amor e Ódio (PT)
Copiii Parisului (RO)
Razia (RO)
Облава (RU)
Racija (SR)
I gryningens timmar (SV)
Isgal (TR)
La rafle (XX)
Razzia (XX)
The Roundup (XX)
Nekudat Isuf (XX)
The Round Up (XX)";"FR / DE / HU";"2010";"Rose Bosch";"3 106 215"
"Le Renard et l'enfant (FR)
The Fox & the Child (EN)
The Fox and the Child (EN)
Лисицата и детето (BG)
Pigen Og Ræven (DA)
Pigen og ræven (DA)
Der Fuchs und das Mädchen (DE)
To paidi kai i alepou (EL)
Το Παιδί και η Αλεπού (EL)
Una Amistad Inolvidable (ES)
La niña y el zorrito (ES)
Rebane ja laps (ET)
Tyttö ja kettu (FI)
Le renard et l'enfant (FR)
A Róka És A Gyerek (HU)
A róka és a gyerek (HU)
La Volpe E La Bambina (IT)
La volpe e la bambina (IT)
Mergaite ir lape (LT)
Lapsa un Meitene (LV)
Het vosje en het meisje (NL)
Reven og jenta (NO)
Moj Przyjaciel Lis (PL)
Mój przyjaciel lis (PL)
A Raposa e a Menina (PT)
A Raposa e a Criança (PT)
Fetita Si Vulpea (RO)
Девочка и лисенок (RU)
Deklica in Lisica (SL)
Lisica i devojčica (SR)
Flickan och räven (SV)
Arkadasim tilki (TR)
Le renard et l'enfant (XX)
Het vosje en het meisje (XX)
Le renard et l'enfant (XX)
The Fox and the Child (XX)
The Fox & the Child (XX)";"FR";"2007";"Luc Jacquet";"3 096 960"
"Les femmes du 6ème étage (FR)
The Women on the 6th Floor (EN)
Kvinderne på sjette sal (DA)
Nur für Personal! (DE)
Las chicas de la sexta planta (ES)
LAS CHICAS DE LA 6a PLANTA (ES)
Szerelem A Hatodikon (HU)
Le donne del 6º piano (IT)
Sievietes no 6 stāva (LV)
Zenite od 6ti kat (MK)
Kobiety z 6. pietra (PL)
Os Encantos do 6º Andar (PT)
Ženske Iz 6. Nadstropja (SL)
Kvinnorna på sjätte våningen (SV)";"FR";"2010";"Philippe Le Guay";"3 085 235"
"Nous finirons ensemble (FR)
Nous finirons ensemble (EN)
Nous Finirons Ensemble (EN)
Little White Lies 2 (EN)
Μικρά Αθώα Ψέματα 2 (EL)
Pequeñas mentiras para estar juntos (ES)
Nous finirons ensemble (FR)
Együtt megyünk (HU)
Grandi bugie tra amici (IT)
Niewinne kłamstewka 2 (PL)
Estaremos sempre juntos (PT)
Pequenas Mentiras Entre Amigos 2 (PT)
Маленькие секреты большой компании (RU)
Küçük Beyaz Yalanlar Devam Ediyor (TR)";"FR / BE";"2019";"Guillaume Canet";"3 047 578"
"Tout le monde debout (FR)
Alt for kærligheden (DA)
Liebe bringt alles ins Rollen (DE)
Amor sobre ruedas (ES)
Sobre ruedas (ES)
Rodando hacia ti (ES)
Kaikki rakkaudelle (FI)
Ljubav na kotačima (HR)
Szerelembe gurulva (HU)
Tutti in piedi (IT)
Del visko kalta meile (LT)
Krecisz mnie (PL)
De Carona para o Amor (PT)
Assim Não Vais Longe (PT)
Попробуй подкати (RU)
Kärlek på hjul (SV)
Мачо на колесах (UK)
Tout le monde debout (XX)
Tout le monde debout (XX)
Kol ha'derekh ela'yikh (XX)
Rolling to You (XX)";"FR / BE";"2018";"Franck Dubosc";"3 045 498"
"Belphégor - Le fantôme du Louvre (FR)
Belphegor, Phantom of the Louvre (EN)
Belphegor: Phantom of the Louvre (EN)
Belphégor - Das Phantom des Louvre (DE)
Belphegor, to fantasma tou Louvrou (EL)
El mascara del faraon (ES)
Mascara del faraon - Belphegor, el fantasma del Louvre (ES)
La leyenda del fantasma (ES)
La Leyenda del Fantasma (ES)
Belphegor, el fantasma del Louvre (ES)
La máscara del faraón: Belphegor, el fantasma del Louvre (ES)
Belphégor - Louvren kummitus (FI)
Belphégor - A Louvre fantomja (HU)
Belfagor - il fantasma del Louvre (IT)
Belfagor - Il fantasma del Louvre (IT)
Luvro vaiduoklis (LT)
Belfegor - upior Luwru (PL)
Belfegor - upiór Luwru (PL)
O Fantasma do Louvre (PT)
Belphegor, Fantoma din Luvru (RO)
Белфегор - призрак Лувра (RU)
Belphegor: Fantom Louvru (SK)
Belfegor - Fantom iz Luvra (SR)
Belphegor - Fantomen på Louvren (SV)
Belphégor - Le fantôme du Louvre (XX)
Belphecor: Curse of the Mummy (XX)
Belphegor, Phantom of the Louvre (XX)";"FR";"2000";"Jean-Paul Salomé";"3 039 928"
"Pinocchio (IT)
Pinocchio (EN)
Пинокио (BG)
Pinocho (ES)
Pinocchio (ES)
Pinocchio (FR)
Pinokio (HR)
Pinocchio (IT)
Pinokio (PL)
Пиноккио (RU)
Pinokio (SR)
Пригоди Піноккіо (UK)";"IT / FR / GB";"2019";"Matteo Garrone";"3 039 730"
