"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Supercondriaque (FR)
Superchondriac (EN)
Хипохондрикът (BG)
Super-Hypochonder (DE)
Superhondrios (EL)
Σουπερχόνδριος (EL)
Supercondríaco (ES)
Supercondríaco (ES)
Szuper-Hipochonder (HU)
Szuper-hipochonder (HU)
Supercondriaco (IT)
Supercondriaco - Ridere fa bene alla salute (IT)
Hipochonder mavrik (IW)
Przychodzi facet do lekarza (PL)
Supercondríaco (PT)
Любовь от всех болезней (RU)
Supercondriaque (XX)
Supercondriaque (XX)
Hipochonder mavrik (XX)";"FR / BE";"2014";"Dany Boon";"6 187 646"
"Astérix et Obélix : Au Service de Sa Majesté (FR)
Astérix et Obélix: On Her Majesty's Secret Service (EN)
Asterix and Obelix: God Save Britannia (EN)
Asterix a Obelix ve službách jejího veličenstva (CS)
Asterix & Obelix - Im Auftrag Ihrer Majestät (DE)
Asterix ja Olelix: tema majesteedi teenistuses (ET)
Asterix I Obelix U Britaniji 3D (HR)
Asterix Es Obelix: Isten Ovja Britanniát (HU)
Asterix E Obelix Al Servizio Di Sua Maesta' (IT)
Asteriks Un Obelikss Viņas Majestātes Dienestā (LV)
Asterix & Obelix bij de Britten (NL)
Asterix og Obelix hos britene 3D (NO)
Asterix i Obelix: W służbie Jej Królewskiej Mości (PL)
Astérix & Obélix: Ao Serviço de Sua Majestade (PT)
Asterix Si Obelix: In Slujba Majestatii Sale (RO)
Астерикс и Обеликс в Британии (RU)
Asterix A Obelix: V Službách Jej Veličenstva 2d (SK)
Asterix in Obelix: v Britaniji (SL)
Asterix & Obelix och britterna (SV)";"FR / ES / IT / LT / BE";"2012";"Laurent Tirard";"6 128 503"
"Les Tuche 3 (FR)
The Magic Tuche (EN)
Les Tuche 3: Liberté, Égalité, Fraternituche (FR)
Rodzina Tuche: Wolność, równość, rodzina (PL)";"FR";"2018";"Olivier Baroux";"6 014 891"
"Babel (EN)
Вавилон (BG)
Babel (CS)
Babel (DA)
Babel (DE)
Babel (EL)
Βαβέλ (EL)
Babel (ES)
Babel (ES)
Babel (ES)
Paabel (ET)
Babel (FI)
Babel (FR)
Babel (HR)
Bábel (HU)
Babelis (LT)
Babele (LV)
Babel (PL)
Babel (PT)
Babel (PT)
Babel (RO)
Вавилон (RU)
Babel (SK)
Babilon (SL)
Vavilon (SR)
Atchayakam/Khwamwang/Kan sunsia (TH)
Babil (TR)
Вавилон (UK)
Babel (XX)
Babel (XX)
Ba'vel (XX)";"US / FR / MX";"2006";"Alejandro González Iñárritu";"5 988 213"
"The Little Prince (EN)
Малкият принц (BG)
Den lille prins (DA)
Der kleine Prinz (DE)
Ο μικρός πρίγκηπας (EL)
El principito (ES)
Den lille prinsen (FI)
Lille prinsen (FI)
Pikku prinssi (FI)
Le Petit Prince (FR)
Mali princ (HR)
A kis herceg (HU)
Il piccolo principe (IT)
Ha'nasikh ha'katan (IW)
Mazasis princas (LT)
Mažasis princas (LT)
Mazais Princis (LV)
De kleine prins (NL)
Den lille prinsen (NO)
Maly Ksiaze (PL)
O Pequeno Príncipe (PT)
O Principezinho (PT)
Micul print (RO)
Маленький принц (RU)
Mali princ (SL)
Den lille prinsen (SV)
Küçük Prens (TR)
Маленький принц (UK)";"FR / US";"2015";"Mark Osborne";"5 934 543"
"The Iron Lady (EN)
Untitled Margaret Thatcher Project (EN)
Желязната лейди (BG)
Železná lady (CS)
Zelezná lady (CS)
Jernladyen (DA)
Die eiserne Lady (DE)
Die Eiserne Lady (DE)
I sidira kyria (EL)
Η σιδηρά κυρία (EL)
La dama de hierro (ES)
Raudne leedi (ET)
Rautarouva (FI)
La dame de fer (FR)
Zeljezna lady (HR)
Čelična lady (HR)
A Vaslady (HU)
Geležinė ledi (LT)
Gelezine ledi (LT)
Dzelzs Lēdija (LV)
Chelichnata Dama (MK)
Jernkvinnen (NO)
Zelazna dama (PL)
Żelazna Dama (PL)
A Dama de Ferro (PT)
Doamna de Fier (RO)
Железная леди (RU)
Železná Lady (SK)
Železna Lady (SL)
Železna lady (SL)
Čelična lejdi (SR)
Järnladyn (SV)
Demir Leydi (TR)
Залiзна ледi (UK)
The Iron Lady (XX)
La dame de fer (XX)
Eshet ha'barzel (XX)
La Dama de hierro (XX)
La dama de hierro (XX)";"GB / FR";"2011";"Phyllida Lloyd";"5 919 939"
"Sur la piste du Marsupilami (FR)
HOUBA! On the Trail of the Marsupilami (EN)
Her kommer Spirillen (DA)
Auf den Spuren des Marsupilami (DE)
Houba: Sta ihni tou Marsupilami (EL)
En busca de Marsupilami (ES)
Houba! Le Marsupilami et l'orchidée de Chicxulub (FR)
Marsupilami Nyomában (HU)
Marsupilami nyomában (HU)
Marsupilami Adventures (IT)
Marsupilami (IT)
Her kommer Marsupilami (NO)
Na tropie Marsupilami (PL)
Na Pista do Marsupilami (PT)
Джунгли зовут! В поисках Марсупилами (RU)
Po stopách Marsupilamiho (SK)
Po sledeh za Marsupilamijem (SL)
Uzun Kuyruk (TR)
Джунглi: У пошуках Марсупiламi (UK)
Sur la piste du Marsupilami (XX)
Sur la piste du Marsupilami (XX)
HOUBA! On the Trail of the Marsupilami (XX)";"FR / BE";"2012";"Alain Chabat";"5 723 425"
"Ballerina (EN)
Ballerina (EN)
Leap! (EN)
Балерина (BG)
Ballerina (DA)
Ballerina - Gib deinen Traum niemals auf (DE)
Η μπαλαρίνα και ο μικρός εφευρέτης (EL)
Bailarina (ES)
Ballerina (ES)
Ballerina (FR)
Balerina i Viktor (HR)
Balerina (HU)
Stóra stökkið (IS)
Ballerina (IT)
Felicie and the Toe Shoe Dream (JA)
Balerina (LT)
Ballerina (NO)
Balerina (PL)
A Bailarina (PT)
Bailarina (PT)
Balerina (RO)
Ballerina (RO)
Балерина (RU)
Balerina in Viktor (SL)
Balerina (SQ)
Ballerinan och uppfinnaren (SV)
Balerin ve Afacan Mucit (TR)
Балерина (UK)
Bailarina (XX)
Ballerina (XX)
Ballerina (XX)
Lirkod (XX)";"FR / CA";"2016";"Eric Summer
Éric Warin";"5 680 477"
"Demain tout commence (FR)
I dva jsou rodina (CS)
Plötzlich Papa (DE)
Όλα αρχίζουν αύριο (EL)
Mañana empieza todo (ES)
Dos son familia (ES)
Dos son familia (ES)
Dos son familia (ES)
Dos son familia (ES)
1 + 1 on pere (ET)
Odjednom tata (HR)
Derült égböl apu (HU)
Derült égből apu (HU)
Famiglia all'improvviso - Istruzioni non incluse (IT)
Two is a family (NO)
Jutro bedziemy szczesliwi (PL)
Dois é Uma Família (PT)
Uma Família de Dois (PT)
2+1 (RU)
Aj dvaja sú rodina (SK)
Nepričakovano očka (SL)
I morgon börjar allt (SV)
Iki Kisilik Aile (TR)
2+1 (UK)
Demain tout commence (XX)
Demain tout commence (XX)
Makhar ha'kol matkhil (XX)
Dos son familia (XX)
Two Is a Family (XX)";"FR / GB";"2016";"Hugo Gélin";"5 655 960"
"Camping (FR)
El campamento (ES)
Kemping (HU)
Campistas (PT)
Camping cu bucluc (RO)
Кемпинг (RU)
Camping (XX)
Camping (XX)";"FR";"2006";"Fabien Onteniente";"5 636 348"
