"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Les nouvelles aventures d'Aladin (FR)
The New Adventures of Aladdin (EN)
Αλαντίν: Οι νέες περιπέτειες (EL)
Aladin legújabb kalandjai (HU)
Le nuove avventure di Aladino (IT)
Nowe przygody Aladyna (PL)
As Novas Aventuras de Aladino (PT)
Новые приключения Аладдина (RU)
Nove avanture Aladina (SR)";"FR / BE";"2015";"Arthur Benzaquen";"4 760 424"
"La vérité si je mens! 3 (FR)
Would I Lie to You 3 (EN)
Это правда, если я вру 3 (RU)
La vérité si je mens! 3 (XX)
La vérité si je mens! 3 (XX)
Be'emet, ani lo mesha'ker! (XX)
Would I Lie to You 3 (XX)";"FR";"2012";"Thomas Gilou";"4 744 102"
"Oliver Twist (EN)
Оливър Туист (BG)
Oliver Twist (CS)
Oliver Twist (DA)
Oliver Twist (DE)
Oliver Twist (EL)
Oliver Twist (ES)
Oliver Twist (FI)
Oliver Twist (FR)
Twist Olivér (HU)
Oliver Twist (IT)
Oliveris Tvistas (LT)
Oliver Tvists (LV)
Olivers Tvists (LV)
Oliver Twist (PT)
Oliver Twist (PT)
Oliver Twist (RO)
Оливер Твист (RU)
Oliver Tvist (SR)
Oliver Twist (TR)
Олiвер Твiст (UK)
Oliver Twist (XX)
Oliver Twist (XX)";"FR / CZ / GB";"2005";"Roman Polanski";"4 663 658"
"L'auberge espagnole (FR)
Pot Luck (EN)
Euro Pudding (EN)
L'auberge espagnole (EN)
The Spanish Apartment (EN)
Erasmus a spol (CS)
Erasmus a spol. (CS)
The Spanish Apartment (DA)
L'auberge espagnole - Barcelona für ein Jahr (DE)
L'Auberge Espagnole - Barcelona für ein Jahr (DE)
L'Auberge Espagnole - Barcelona für ein Jahr (DE)
Euroflirt (EL)
Una casa de locos (ES)
Piso compartido (ES)
El albergue español (ES)
Hullude korter (ET)
Espanjalainen kimppakämppä (FI)
L'Auberge Espagnole (FR)
Španjolski apartman (HR)
Lakótársat Keresünk (HU)
Lakótársat keresünk (HU)
L'appartamento spagnolo (IT)
Europudingas (LT)
Adresse Barcelona (NO)
Smak Życia (PL)
Smak zycia (PL)
A residencia espanhola (PT)
Albergue Espanhol (PT)
A Residência Espanhola (PT)
Euro mix (RO)
Euro-mix (RO)
Испанка (RU)
Erasmus alebo Priatelia po španielsky (SK)
Španski apartman (SR)
Den Spanska Lägenheten (SV)
Den spanska lägenheten (SV)
Ispanyol Pansiyonu (TR)
Ispanyol pansiyonu (TR)
Iспанський готель (UK)
L'auberge espagnole (XX)
Pot Luck (XX)
Xi Ban Ya lv guan (XX)
Euro Pudding (XX)
Pot Luck (XX)";"FR / ES";"2001";"Cédric Klapisch";"4 656 493"
"The Ghost Writer (EN)
The Ghost (EN)
Писател в сянка (BG)
Muž ve stínu (CS)
Muz ve stínu (CS)
Skyggen (DA)
Der Ghostwriter (DE)
Aoratos sygrafeas (EL)
Αόρατος συγγραφέας (EL)
El escritor (ES)
El Escritor Oculto (ES)
El Escritor Fantasma (ES)
El escritor oculto (ES)
El escritor oculto (ES)
El escritor fantasma (ES)
El escritor fantasma (ES)
El escritor oculto (ES)
Variautor (ET)
The Ghost Writer (FI)
The Ghost Writer - Haamukirjailija (FI)
L'écrivain fantôme (FR)
The Ghost Writer (FR)
Pisac iz sjene (HR)
Szellemíró (HU)
L'uomo nell'ombra (IT)
Vaiduoklis (LT)
Rēgu Rakstnieks (LV)
Polanskis Skyggen (NO)
Roman Polanskis Skyggen - The ghostwriter (NO)
Autor Widmo (PL)
Autor widmo (PL)
O Escritor Fantasma (PT)
Marioneta (RO)
Призрак (RU)
Ghost Writer (SK)
Pisatelj V Senci (SL)
Pisatelj v senci (SL)
Pisac iz senke (SR)
Hayalet Yazar (TR)
Примара (UK)
The Ghost Writer (XX)
L'écrivain fantôme (XX)
Sofer ha'tzlalim (XX)
El escritor oculto (XX)
The Ghost (XX)";"FR / DE / GB";"2010";"Roman Polanski";"4 642 141"
"La famille Bélier (FR)
The Bélier Family (EN)
La Famille Bélier (EN)
The Bélier Family (EN)
Familien Bélier (DA)
Verstehen Sie die Béliers? (DE)
Η οικογένεια Μπελιέ (EL)
La familia Bélier (ES)
Bélierin perhe (FI)
Bélier'n perhe (FI)
Familjen Bélier (FI)
A Bélier család (HU)
La famiglia Bélier (IT)
Mishpakhat Bélier (IW)
Familien Bélier (NO)
Rodzina Belier (PL)
Rozumiemy sie bez slów (PL)
A Família Bélier (PT)
Familia Bélier (RO)
Семейство Белье (RU)
Familjen Bélier (SV)
Hayatimin Sarkisi (TR)";"FR / BE";"2014";"Eric Lartigau";"4 598 241"
"Brice de Nice (FR)
Cool Waves - Brice de Nice (DE)
Szörfördög (HU)
Surfer z Nicei (PL)
Brice: Um Surfista Muito Louco (PT)
Брис Великолепный (RU)
Brice de Nice (XX)
Brice de Nice (XX)
The Brice Man (XX)";"FR";"2005";"James Huth";"4 578 259"
"Mia et le lion blanc (EN)
Mia and the White Lion (EN)
Mia und der weiße Löwe (DE)
Mi mascota es un león (ES)
Mia y el león blanco (ES)
Mia és a fehér oroszlán (HU)
Mia e il leone bianco (IT)
Mija ir baltasis liutas (LT)
Mia and the White Lion (NO)
Mia i bialy lew (PL)
Mia e o Leão Branco (PT)
Девочка Миа и белый лев (RU)
Mia in Beli Lev (SL)
Mia och det vita lejonet (SV)";"FR / DE / ZA";"2018";"Gilles de Maistre";"4 573 435"
"Le peuple migrateur (FR)
The Winged Migration (EN)
Travelling Birds: An Adventure in Flight (EN)
Winged Migration (EN)
Ptačí svět (CS)
Fugle På Rejse (DA)
Fugle på rejse (DA)
Nomaden der Lüfte (DE)
Nomaden der Lüfte - Das Geheimnis der Zugvögel (DE)
Taxidiarika poulia (EL)
Nomadas del viento (ES)
Tocando el cielo (ES)
Nómadas del viento (ES)
Alas de sobrevivencia (ES)
Siivekäs muutto (FI)
Bevingad flyttning (FI)
Vándormadarak (HU)
Il Popolo Migratore (IT)
Il popolo migratore (IT)
Wataridori (JA)
Migruojantys pauksciai (LT)
Celojosas ciltis (LV)
Travelling Birds (NL)
Fugler i flukt (NO)
Podniebny Taniec. Makrokosmos (PL)
Makrokosmos - Podniebny taniec (PL)
Aves migratorias (PT)
Migração Alada (PT)
Aves Migratórias (PT)
Poporul migrator (RO)
Птицы (RU)
Putovanie vtákov (SK)
Nomadi neba (SL)
Flyttfåglar (SV)
Kuslar kanatli uygarlik (TR)
Птахи - мандрiвний народ (UK)
Le peuple migrateur (XX)
Winged Migration (XX)
The Travelling Birds (XX)
Winged Migration (XX)";"FR / DE";"2001";"Jacques Perrin
Jacques Cluzaud
Michel Debats";"4 517 311"
"Astérix: Le secret de la potion magique (FR)
Asterix: The Secret of the Magic Potion (EN)
Астерикс: Тайната на вълшебната отва... (BG)
Asterix a tajemství kouzelného lektvaru (CS)
Asterix og trylledrikkens hemmelighed (DA)
Asterix und das Geheimnis des Zaubertranks (DE)
Αστερίξ: Το Μυστικό του Μαγικού Ζωμού (EL)
Astérix: El secreto de la poción mágica (ES)
Asterix: A varázsital titka (HU)
Asterix e il Segreto della Pozione Magica (IT)
Asteriksas: Stebuklingojo gerimo paslaptis (LT)
Asterix - Het Geheim Van De Toverdrank (NL)
Asterix: trylledrikkens hemmelighet (NO)
Asterix i Obelix. Tajemnica magicznego wywaru (PL)
Astérix e o Segredo da Poção Mágica (PT)
Astérix: O segredo da Poção Mágica (PT)
Asterix: Secretul potiunii magice (RO)
Астерикс и тайное зелье (RU)
Asteriks - Tajna čarobnog napitka (SR)
Asterix: Den magiska drycken (SV)
Asteriks: Sihirli Iksirin Sirri (TR)
Астерiкс i таeмне зiлля (UK)
Astérix: Bí Kíp Luyên Thân Duoc (XX)";"FR / BE";"2018";"Alexandre Astier
Louis Clichy";"4 427 274"
